case_numbe,sr_locatio,sr_type,quad_statu,DAY,SEC_NAME,QUAD,tally
,GENOA ,,,,,,
,RD&100 ,,,,,,
,GOBER ST,,,,,,
10100393086,5217 A ,New Resident ,SE_Not_Over,MONDAY,SEMO107,SE,1
0,"SHERMAN, ",Container,due,,,,
,HOUSTON ,,,,,,
,77011,,,,,,
10100392539,607 FOREST ,Recycling ,SE_Not_Over,MONDAY,SEMO121,SE,1
2,"OAKS, ",Participation ,due,,,,
,HOUSTON ,NEW,,,,,
,77017,,,,,,
10100388857,5306 EL ,Missed Heavy ,SE_Overdue,MONDAY,SEMO121,SE,1
4,"BUEY, ",Trash Pickup,,,,,
,HOUSTON ,,,,,,
,77017,,,,,,
10100389216,8515,Missed Heavy ,SE_Overdue,MONDAY,SEMO116,SE,1
3,"LEANDER, ",Trash Pickup,,,,,
,HOUSTON ,,,,,,
,77012,,,,,,
10100389134,7907,Missed Heavy ,SE_Overdue,MONDAY,SEMO118,SE,1
3,"HARTFORD, ",Trash Pickup,,,,,
,HOUSTON ,,,,,,
,77017,,,,,,
394474-,7625,Trash ,SE_Not_Over,MONDAY,SEMO111,SE,1
10100392988,"AVENUE B, ",Dumping or ,due,,,,
2,HOUSTON ,Illegal ,,,,,
,77012,Dumpsite,,,,,
10100393261,7818,Dead Animal ,SE_Not_Over,MONDAY,SEMO111,SE,1
0,"AVENUE F, ",Collection,due,,,,
case_numbe,sr_locatio,sr_type,quad_statu,DAY,SEC_NAME,QUAD,tally
,HOUSTON ,,,,,,
,77012,,,,,,
10100393205,Intersection ,Recycling ,SE_Not_Over,MONDAY,SEMO103,SE,1
0,4300,Cart Repair ,due,,,,
,LEELAND ,or Replace,,,,,
,ST&1600 ,,,,,,
,SIDNEY ST,,,,,,
10100389049,927,Missed Heavy ,SE_Overdue,MONDAY,SEMO120,SE,1
2,"MAROBY, ",Trash Pickup,,,,,
,HOUSTON ,,,,,,
,77017,,,,,,
10100389051,202,Missed Heavy ,SE_Overdue,MONDAY,SEMO120,SE,1
1,"MAROBY, ",Trash Pickup,,,,,
,HOUSTON ,,,,,,
,77017,,,,,,
10100392693,7934,Trash ,SE_Not_Over,MONDAY,SEMO111,SE,1
4,"SHERMAN, ",Dumping or ,due,,,,
,HOUSTON ,Illegal ,,,,,
,77012,Dumpsite,,,,,
10100392705,7822,Recycling ,SE_Not_Over,MONDAY,SEMO111,SE,1
9,"AVENUE C, ",Participation ,due,,,,
,HOUSTON ,NEW,,,,,
,77012,,,,,,
10100389089,"4815 RUSK, ",Missed Heavy ,SE_Overdue,MONDAY,SEMO107,SE,1
9,HOUSTON ,Trash Pickup,,,,,
,77023,,,,,,
10100389343,7511,Recycling ,SE_Overdue,MONDAY,SEMO113,SE,1
8,"AZALEA, ",Cart Repair ,,,,,
,HOUSTON ,or Replace,,,,,
,77023,,,,,,
10100389090,5709,Missed Heavy ,SE_Overdue,MONDAY,SEMO105,SE,1
3,DORBRAND,Trash Pickup,,,,,
,"T, ",,,,,,
,HOUSTON ,,,,,,
,77023,,,,,,
10100359964,7812,Dumpster ,SE_Overdue,MONDAY,SEMO114,SE,1
6,"SCANLOCK, ",Complaint,,,,,
,HOUSTON ,,,,,,
,TX 77012,,,,,,
10100362138,7812,Dumpster ,SE_Overdue,MONDAY,SEMO114,SE,1
0,"SCANLOCK, ",Complaint,,,,,
,HOUSTON ,,,,,,
,TX 77012,,,,,,
10100362889,7812,Property ,SE_Overdue,MONDAY,SEMO114,SE,1
4,"SCANLOCK, ",Damage,,,,,
,HOUSTON ,,,,,,
,TX 77012,,,,,,
10100393281,6620,Recycling ,SE_Not_Over,MONDAY,SEMO105,SE,1
7,MEADOWLA,Cart Repair ,due,,,,
,"WN, ",or Replace,,,,,
,HOUSTON ,,,,,,
,77023,,,,,,
10100393285,6652,Missed ,SE_Not_Over,MONDAY,SEMO105,SE,1
8,"LAWNDALE, ",Garbage ,due,,,,
,HOUSTON ,Pickup,,,,,
,77023,,,,,,
10100392333,3621,Recycling ,SE_Not_Over,TUESDAY,SETU112,SE,1
case_numbe,sr_locatio,sr_type,quad_statu,DAY,SEC_NAME,QUAD,tally
7,"MAINER, ",Participation ,due,,,,
,HOUSTON ,NEW,,,,,
,77021,,,,,,
10100392333,3621,Recycling ,SE_Not_Over,TUESDAY,SETU112,SE,1
5,"MAINER, ",Participation ,due,,,,
,HOUSTON ,NEW,,,,,
,77021,,,,,,
10100393267,7807,Container ,SE_Not_Over,TUESDAY,SETU112,SE,1
4,TIERWESTE,Problem,due,,,,
,"R, ",,,,,,
,HOUSTON ,,,,,,
,77021,,,,,,
10100393175,5331,Container ,SE_Not_Over,TUESDAY,SETU109,SE,1
5,KINGSBURY,Problem,due,,,,
,", HOUSTON ",,,,,,
,77021,,,,,,
10100370959,7522,Property ,SE_Overdue,TUESDAY,SETU101,SE,1
1,"ROCKHILL, ",Damage,,,,,
,HOUSTON ,,,,,,
,TX 77061,,,,,,
10100389008,7642 PECAN ,Missed Heavy ,SE_Overdue,TUESDAY,SETU101,SE,1
2,"VILLAS, ",Trash Pickup,,,,,
,HOUSTON ,,,,,,
,77061,,,,,,
392980-,5103,Trash ,SE_Not_Over,TUESDAY,SETU110,SE,1
10100390766,"NASSAU, ",Dumping or ,due,,,,
5,HOUSTON ,Illegal ,,,,,
,77021,Dumpsite,,,,,
10100393127,"8210 DOVER, ",Container ,SE_Not_Over,TUESDAY,SETU103,SE,1
6,HOUSTON ,Problem,due,,,,
,77061,,,,,,
10100350663,6917,Property ,SE_Overdue,TUESDAY,SETU104,SE,1
1,"THRUSH, ",Damage,,,,,
,HOUSTON ,,,,,,
,TX 77087,,,,,,
10100393188,5767,Container ,SE_Not_Over,TUESDAY,SETU110,SE,1
7,BELVEDERE,Problem,due,,,,
,", HOUSTON ",,,,,,
,77021,,,,,,
10100393247,7426,Missed ,SE_Not_Over,TUESDAY,SETU107,SE,1
6,"BRADFORD, ",Recycling ,due,,,,
,HOUSTON ,Pickup,,,,,
,77087,,,,,,
10100393269,"6705 SCOTT, ",Missed ,SE_Not_Over,TUESDAY,SETU113,SE,1
0,HOUSTON ,Recycling ,due,,,,
,77021,Pickup,,,,,
10100393197,3615,Missed ,SE_Not_Over,TUESDAY,SETU115,SE,1
3,"PARKWOOD, ",Garbage ,due,,,,
,HOUSTON ,Pickup,,,,,
,77021,,,,,,
10100393226,3706 S ,Recycling ,SE_Not_Over,TUESDAY,SETU115,SE,1
9,MACGREGO,Cart Repair ,due,,,,
,"R, ",or Replace,,,,,
,HOUSTON ,,,,,,
,77021,,,,,,
10100388998,3440 S ,Missed Heavy ,SE_Overdue,TUESDAY,SETU115,SE,1
6,MACGREGO,Trash Pickup,,,,,
case_numbe,sr_locatio,sr_type,quad_statu,DAY,SEC_NAME,QUAD,tally
,"R, ",,,,,,
,HOUSTON ,,,,,,
,77021,,,,,,
10100393188,7738,Container ,SE_Not_Over,TUESDAY,SETU101,SE,1
0,"DILLON, ",Problem,due,,,,
,HOUSTON ,,,,,,
,77061,,,,,,
10100393245,"3543 OZARK, ",Missed ,SE_Not_Over,TUESDAY,SETU115,SE,1
5,HOUSTON ,Garbage ,due,,,,
,77021,Pickup,,,,,
10100390714,"3903 ERBY, ",Container ,SE_Overdue,TUESDAY,SETU122,SE,1
5,HOUSTON ,Problem,,,,,
,77087,,,,,,
10100347246,10106,Property ,SE_Overdue,FRIDAY,SEFR113,SE,1
5,"BUFFUM, ",Damage,,,,,
,HOUSTON ,,,,,,
,TX 77051,,,,,,
10100392578,2408,Container ,SE_Not_Over,TUESDAY,SETU118,SE,1
0,"PROSPECT, ",Problem,due,,,,
,HOUSTON ,,,,,,
,77004,,,,,,
10100393197,2530,Missed ,SE_Not_Over,TUESDAY,SETU118,SE,1
8,"OAKDALE, ",Garbage ,due,,,,
,HOUSTON ,Pickup,,,,,
,77004,,,,,,
10100393132,2407 D ,Recycling ,SE_Not_Over,TUESDAY,SETU116,SE,1
4,"ANITA, ",Participation ,due,,,,
,HOUSTON ,NEW,,,,,
,77004,,,,,,
10100393275,"2420 ANITA, ",New Resident ,SE_Not_Over,TUESDAY,SETU116,SE,1
1,HOUSTON ,Container,due,,,,
,77004,,,,,,
10100393277,2204,Recycling ,SE_Not_Over,TUESDAY,SETU116,SE,1
5,"MCGOWEN, ",Participation ,due,,,,
,HOUSTON ,NEW,,,,,
,77004,,,,,,
10100389179,7150 SANTA ,Recycling ,SE_Overdue,FRIDAY,SEFR120,SE,1
5,"FE, ",Cart Repair ,,,,,
,HOUSTON ,or Replace,,,,,
,77061,,,,,,
10100393059,5213,Missed Heavy ,SE_Not_Over,FRIDAY,SEFR102,SE,1
8,"DIEPPE, ",Trash Pickup,due,,,,
,HOUSTON ,,,,,,
,77033,,,,,,
10100393274,5229,Add A Can,SE_Not_Over,FRIDAY,SEFR102,SE,1
0,"TARAWA, ",,due,,,,
,HOUSTON ,,,,,,
,77033,,,,,,
10100393274,5229,Missed Heavy ,SE_Not_Over,FRIDAY,SEFR102,SE,1
1,"TARAWA, ",Trash Pickup,due,,,,
,HOUSTON ,,,,,,
,77033,,,,,,
10100388572,5206,Recycling ,SE_Overdue,FRIDAY,SEFR102,SE,1
0,"RAPIDO, ",Cart Repair ,,,,,
,HOUSTON ,or Replace,,,,,
,77033,,,,,,
10100392924,11727,Missed ,SE_Not_Over,FRIDAY,SEFR117,SE,1
case_numbe,sr_locatio,sr_type,quad_statu,DAY,SEC_NAME,QUAD,tally
8,MOSSCREST,Recycling ,due,,,,
,", HOUSTON ",Pickup,,,,,
,77048,,,,,,
10100390815,"7127 EVANS, ",Recycling ,SE_Overdue,FRIDAY,SEFR120,SE,1
2,HOUSTON ,Cart Repair ,,,,,
,77061,or Replace,,,,,
10100392089,"7143 FAUNA, ",Recycling ,SE_Not_Over,FRIDAY,SEFR120,SE,1
8,HOUSTON ,Cart Repair ,due,,,,
,77061,or Replace,,,,,
10100392028,3509 B ,Recycling ,SE_Not_Over,TUESDAY,SETU117,SE,1
1,"HUTCHINS, ",Participation ,due,,,,
,HOUSTON ,NEW,,,,,
,77004,,,,,,
10100389000,5202,Container ,SE_Overdue,FRIDAY,SEFR117,SE,1
7,"MADDEN, ",Problem,,,,,
,HOUSTON ,,,,,,
,77048,,,,,,
10100392218,5656,Trash ,SE_Not_Over,FRIDAY,SEFR107,SE,1
5,"BELARBOR, ",Dumping or ,due,,,,
,HOUSTON ,Illegal ,,,,,
,77033,Dumpsite,,,,,
10100393245,10902,Container ,SE_Not_Over,FRIDAY,SEFR112,SE,1
8,"LEITRIM, ",Problem,due,,,,
,HOUSTON ,,,,,,
,77047,,,,,,
10100393107,5215,Missed Heavy ,SE_Not_Over,TUESDAY,SETU123,SE,1
5,"HONEY, ",Trash Pickup,due,,,,
,HOUSTON ,,,,,,
,77004,,,,,,
10100393209,"3907 PALM, ",Missed Yard ,SE_Not_Over,TUESDAY,SETU123,SE,1
2,HOUSTON ,Waste Pickup,due,,,,
,77004,,,,,,
10100388667,12510,Missed Heavy ,SE_Overdue,FRIDAY,SEFR115,SE,1
9,"DONEGAL, ",Trash Pickup,,,,,
,HOUSTON ,,,,,,
,77047,,,,,,
10100393100,Intersection ,Trash ,SE_Not_Over,TUESDAY,SETU116,SE,1
2,3100 GRAY ,Dumping or ,due,,,,
,ST&2100 ,Illegal ,,,,,
,NETTLETON ,Dumpsite,,,,,
,ST,,,,,,
10100393211,3215,Missed ,SE_Not_Over,TUESDAY,SETU116,SE,1
6,MCILHENN,Garbage ,due,,,,
,"Y, ",Pickup,,,,,
,HOUSTON ,,,,,,
,77004,,,,,,
10100393001,"7220 BRACE, ",Container ,SE_Not_Over,FRIDAY,SEFR121,SE,1
1,HOUSTON ,Problem,due,,,,
,77061,,,,,,
10100392273,"7421 BRACE, ",Missed Heavy ,SE_Overdue,FRIDAY,SEFR121,SE,1
7,HOUSTON ,Trash Pickup,,,,,
,77061,,,,,,
10100393240,3919,Recycling ,SE_Not_Over,FRIDAY,SEFR114,SE,1
1,"TAVENOR, ",Cart Repair ,due,,,,
,HOUSTON ,or Replace,,,,,
,77047,,,,,,
10100393237,7813,Container ,SE_Not_Over,FRIDAY,SEFR111,SE,1
case_numbe,sr_locatio,sr_type,quad_statu,DAY,SEC_NAME,QUAD,tally
1,"LAWLER, ",Problem,due,,,,
,HOUSTON ,,,,,,
,77051,,,,,,
10100393283,2120 LIVE ,Missed ,SE_Not_Over,TUESDAY,SETU116,SE,1
9,"OAK, ",Garbage ,due,,,,
,HOUSTON ,Pickup,,,,,
,77003,,,,,,
10100344041,2317 SAINT ,Property ,SE_Overdue,TUESDAY,SETU116,SE,1
2,"CHARLES, ",Damage,,,,,
,HOUSTON ,,,,,,
,TX 77004,,,,,,
393723-,4618,Trash ,SE_Not_Over,FRIDAY,SEFR109,SE,1
10100392348,"REDBUD, ",Dumping or ,due,,,,
7,HOUSTON ,Illegal ,,,,,
,77051,Dumpsite,,,,,
10100393005,"2914 ARBOR, ",Missed Heavy ,SE_Not_Over,TUESDAY,SETU118,SE,1
4,HOUSTON ,Trash Pickup,due,,,,
,77004,,,,,,
10100393081,2918,Container ,SE_Not_Over,TUESDAY,SETU118,SE,1
5,WENTWORT,Problem,due,,,,
,"H, ",,,,,,
,HOUSTON ,,,,,,
,77004,,,,,,
10100393207,2917,Missed Yard ,SE_Not_Over,TUESDAY,SETU118,SE,1
8,"WICHITA, ",Waste Pickup,due,,,,
,HOUSTON ,,,,,,
,77004,,,,,,
10100392258,5335,New Resident ,SE_Not_Over,FRIDAY,SEFR106,SE,1
4,MYRTLEWO,Container,due,,,,
,"OD, ",,,,,,
,HOUSTON ,,,,,,
,77033,,,,,,
393726-,2907,Trash ,SE_Not_Over,TUESDAY,SETU117,SE,1
10100392351,"BARBEE, ",Dumping or ,due,,,,
3,HOUSTON ,Illegal ,,,,,
,77004,Dumpsite,,,,,
10100388943,5811,Recycling ,SE_Overdue,FRIDAY,SEFR101,SE,1
8,SOUTHMUN,Cart Repair ,,,,,
,"D, ",or Replace,,,,,
,HOUSTON ,,,,,,
,77033,,,,,,
10100392517,"2418 ELGIN, ",Container ,SE_Not_Over,TUESDAY,SETU117,SE,1
3,HOUSTON ,Problem,due,,,,
,77004,,,,,,
10100388548,"3360 ALICE, ",Dumpster ,SE_Not_Over,TUESDAY,SETU112,SE,1
1,HOUSTON ,Complaint,due,,,,
,77021,,,,,,
10100393218,"3610 IDAHO, ",Missed ,SE_Not_Over,TUESDAY,SETU112,SE,1
8,HOUSTON ,Garbage ,due,,,,
,77021,Pickup,,,,,
10100393229,Intersection ,Dead Animal ,SE_Not_Over,FRIDAY,SEFR120,SE,1
4,6900 BEELA ,Collection,due,,,,
,RD&10734 ,,,,,,
,MYKAWA ,,,,,,
,RD,,,,,,
10100392578,5843,Container ,SE_Not_Over,FRIDAY,SEFR104,SE,1
4,"BELMARK, ",Problem,due,,,,
case_numbe,sr_locatio,sr_type,quad_statu,DAY,SEC_NAME,QUAD,tally
,HOUSTON ,,,,,,
,77033,,,,,,
10100392822,4404,Missed ,SE_Overdue,FRIDAY,SEFR109,SE,1
8,"MCKINLEY, ",Garbage ,,,,,
,HOUSTON ,Pickup,,,,,
,77051,,,,,,
10100392672,8626,Trash ,SE_Not_Over,FRIDAY,SEFR108,SE,1
6,MARTIN ,Dumping or ,due,,,,
,LUTHER ,Illegal ,,,,,
,"KING, ",Dumpsite,,,,,
,HOUSTON ,,,,,,
,77033,,,,,,
10100393237,5635,Missed Heavy ,SE_Not_Over,FRIDAY,SEFR108,SE,1
6,WOODGREE,Trash Pickup,due,,,,
,"N, ",,,,,,
,HOUSTON ,,,,,,
,77033,,,,,,
10100389369,8910,Container ,SE_Overdue,FRIDAY,SEFR108,SE,1
0,VINEARBOR,Problem,,,,,
,", HOUSTON ",,,,,,
,77033,,,,,,
10100390904,"3114 ANITA, ",Trash ,SE_Not_Over,TUESDAY,SETU116,SE,1
8,HOUSTON ,Dumping or ,due,,,,
,77004,Illegal ,,,,,
,,Dumpsite,,,,,
10100393279,2615,Missed ,SE_Not_Over,TUESDAY,SETU118,SE,1
7,"OAKDALE, ",Recycling ,due,,,,
,HOUSTON ,Pickup,,,,,
,77004,,,,,,
10100392341,"7804 SCOTT, ",Trash ,SE_Not_Over,FRIDAY,SEFR109,SE,1
2,HOUSTON ,Dumping or ,due,,,,
,77051,Illegal ,,,,,
,,Dumpsite,,,,,
10100393152,7825,New Resident ,SE_Not_Over,FRIDAY,SEFR109,SE,1
9,"CORINTH, ",Container,due,,,,
,HOUSTON ,,,,,,
,77051,,,,,,
10100393271,7920,New Resident ,SE_Not_Over,FRIDAY,SEFR109,SE,1
8,"COMAL, ",Container,due,,,,
,HOUSTON ,,,,,,
,77051,,,,,,
10100393272,7920,Recycling ,SE_Not_Over,FRIDAY,SEFR109,SE,1
0,"COMAL, ",Participation ,due,,,,
,HOUSTON ,NEW,,,,,
,77051,,,,,,
10100377756,7816,Missed ,SE_Overdue,FRIDAY,SEFR109,SE,1
5,"COMAL, ",Recycling ,,,,,
,HOUSTON ,Pickup,,,,,
,TX 77051,,,,,,
10100393199,Intersection ,Trash ,SE_Not_Over,FRIDAY,SEFR120,SE,1
5,6400,Dumping or ,due,,,,
,AIRPORT ,Illegal ,,,,,
,BLVD&10600 ,Dumpsite,,,,,
,GALLINULE ,,,,,,
,LN,,,,,,
10100388641,10511,Missed Heavy ,SE_Overdue,FRIDAY,SEFR120,SE,1
7,CHICKADEE,Trash Pickup,,,,,
case_numbe,sr_locatio,sr_type,quad_statu,DAY,SEC_NAME,QUAD,tally
,", HOUSTON ",,,,,,
,77048,,,,,,
10100392581,5030,Container ,SE_Not_Over,FRIDAY,SEFR105,SE,1
0,WILLOW ,Problem,due,,,,
,"GLEN, ",,,,,,
,HOUSTON ,,,,,,
,77033,,,,,,
10100390881,7918,Container ,SE_Overdue,FRIDAY,SEFR105,SE,1
0,"DARNAY, ",Problem,,,,,
,HOUSTON ,,,,,,
,77033,,,,,,
10100374262,12614,Container ,NE_Overdue,THURSDAY,NETH103,NE,1
0,"KATHRYN, ",Problem,,,,,
,HOUSTON ,,,,,,
,TX 77015,,,,,,
10100378245,12607,Container ,NE_Overdue,THURSDAY,NETH103,NE,1
6,"KATHRYN, ",Problem,,,,,
,HOUSTON ,,,,,,
,TX 77015,,,,,,
10100393115,11026,Recycling ,NE_Not_Over,MONDAY,NEMO113,NE,1
6,COURTSHIR,Cart Repair ,due,,,,
,"E, ",or Replace,,,,,
,HOUSTON ,,,,,,
,77076,,,,,,
10100378472,11110,Add A Can,NE_Overdue,MONDAY,NEMO113,NE,1
8,"CATAMORE, ",,,,,,
,HOUSTON ,,,,,,
,TX 77076,,,,,,
10100378497,926 LAKE ,Container ,NE_Overdue,TUESDAY,NETU107,NE,1
7,"GLEN, ",Problem,,,,,
,HOUSTON ,,,,,,
,TX 77336,,,,,,
10100377735,1400 SWEET ,Container ,NE_Overdue,TUESDAY,NETU111,NE,1
8,"GUM, ",Problem,,,,,
,HOUSTON ,,,,,,
,TX 77339,,,,,,
10100392834,702 E 6TH ,Container ,NW_Not_Ove,THURSDAY,NWTH116,NW,1
1,"1/2, ",Problem,rdue,,,,
,HOUSTON ,,,,,,
,77007,,,,,,
10100393156,954,Container ,NW_Not_Ove,TUESDAY,NWTU117,NW,1
7,"MARCOLIN, ",Problem,rdue,,,,
,HOUSTON ,,,,,,
,77088,,,,,,
10100393180,8006,Missed ,NW_Not_Ove,TUESDAY,NWTU117,NW,1
5,"WHEATLEY, ",Garbage ,rdue,,,,
,HOUSTON ,Pickup,,,,,
,77088,,,,,,
10100392731,"1911 SPANN, ",Recycling ,NW_Not_Ove,MONDAY,NWMO115,NW,1
1,HOUSTON ,Participation ,rdue,,,,
,77019,NEW,,,,,
10100392974,2311 B ,Recycling ,NW_Not_Ove,MONDAY,NWMO115,NW,1
1,"RICHTON, ",Participation ,rdue,,,,
,HOUSTON ,NEW,,,,,
,77098,,,,,,
10100392998,"2118 PERSA, ",Container ,NW_Not_Ove,MONDAY,NWMO115,NW,1
2,HOUSTON ,Problem,rdue,,,,
case_numbe,sr_locatio,sr_type,quad_statu,DAY,SEC_NAME,QUAD,tally
,77019,,,,,,
10100393009,2631,Container ,NW_Not_Ove,MONDAY,NWMO115,NW,1
8,"WESTGATE, ",Problem,rdue,,,,
,HOUSTON ,,,,,,
,77098,,,,,,
10100393050,2425,Container ,NW_Not_Ove,MONDAY,NWMO115,NW,1
5,"BRANARD, ",Problem,rdue,,,,
,HOUSTON ,,,,,,
,77098,,,,,,
10100393197,2415,Missed ,NW_Not_Ove,MONDAY,NWMO115,NW,1
4,"ROSAMOND, ",Recycling ,rdue,,,,
,HOUSTON ,Pickup,,,,,
,77098,,,,,,
10100392021,2222,Missed ,NW_Overdue,MONDAY,NWMO115,NW,1
0,"WELCH, ",Recycling ,,,,,
,HOUSTON ,Pickup,,,,,
,77019,,,,,,
10100392652,5471,Missed Yard ,SW_Not_Ove,TUESDAY,SWTU122,SW,1
9,"BIRDWOOD, ",Waste Pickup,rdue,,,,
,HOUSTON ,,,,,,
,77096,,,,,,
10100388556,5426,Recycling ,SW_Overdue,TUESDAY,SWTU122,SW,1
4,"IMOGENE, ",Participation ,,,,,
,HOUSTON ,NEW,,,,,
,77096,,,,,,
10100393206,Intersection ,Dead Animal ,NE_Not_Over,THURSDAY,NETH106,NE,1
6,500,Collection,due,,,,
,NORMANDY ,,,,,,
,ST&12600 ,,,,,,
,WOODFORE,,,,,,
,ST BLVD,,,,,,
10100388561,7322,Trash ,NW_Not_Ove,TUESDAY,NWTU115,NW,1
7,"PARKES, ",Dumping or ,rdue,,,,
,HOUSTON ,Illegal ,,,,,
,77088,Dumpsite,,,,,
10100393261,7326,Container ,NW_Not_Ove,TUESDAY,NWTU115,NW,1
2,"WHEATLEY, ",Problem,rdue,,,,
,HOUSTON ,,,,,,
,77088,,,,,,
10100393102,11010,Container ,NE_Not_Over,TUESDAY,NETU105,NE,1
9,"WICKLOWE, ",Problem,due,,,,
,HOUSTON ,,,,,,
,77016,,,,,,
10100378242,5908,Add A Can,NE_Overdue,TUESDAY,NETU105,NE,1
5,"MOHAWK, ",,,,,,
,HOUSTON ,,,,,,
,TX 77016,,,,,,
10100393080,"9627 IRBY, ",Container ,NW_Not_Ove,TUESDAY,NWTU113,NW,1
4,HOUSTON ,Problem,rdue,,,,
,77088,,,,,,
10100393167,8807,Missed ,NW_Not_Ove,TUESDAY,NWTU113,NW,1
4,WOODCAMP,Garbage ,rdue,,,,
,", HOUSTON ",Pickup,,,,,
,77088,,,,,,
10100393238,8521,Missed Heavy ,NW_Not_Ove,TUESDAY,NWTU113,NW,1
7,"EASTER, ",Trash Pickup,rdue,,,,
,HOUSTON ,,,,,,
case_numbe,sr_locatio,sr_type,quad_statu,DAY,SEC_NAME,QUAD,tally
,77088,,,,,,
10100392506,9705,Missed ,NW_Overdue,TUESDAY,NWTU113,NW,1
2,"MAXROY, ",Garbage ,,,,,
,HOUSTON ,Pickup,,,,,
,77088,,,,,,
394191-,8213,Trash ,NE_Not_Over,THURSDAY,NETH112,NE,1
10100392771,"RICHLAND, ",Dumping or ,due,,,,
7,HOUSTON ,Illegal ,,,,,
,77028,Dumpsite,,,,,
10100378531,10422 KNOB ,Container ,NE_Overdue,TUESDAY,NETU119,NE,1
3,"MOUNTAIN, ",Problem,,,,,
,HOUSTON ,,,,,,
,TX 77016,,,,,,
10100392152,8011,Recycling ,NE_Not_Over,TUESDAY,NETU119,NE,1
9,BLOOMING ,Participation ,due,,,,
,"MEADOW, ",NEW,,,,,
,HOUSTON ,,,,,,
,77016,,,,,,
10100393282,8029,Recycling ,NE_Not_Over,TUESDAY,NETU119,NE,1
8,WAYSIDE ,Participation ,due,,,,
,"VILLAGE, ",NEW,,,,,
,HOUSTON ,,,,,,
,77016,,,,,,
10100374024,10134,Container ,NE_Overdue,TUESDAY,NETU112,NE,1
0,"WOODWICK, ",Problem,,,,,
,HOUSTON ,,,,,,
,TX 77016,,,,,,
10100374620,7601,Container ,NE_Overdue,TUESDAY,NETU112,NE,1
5,"BRETSHIRE, ",Problem,,,,,
,HOUSTON ,,,,,,
,TX 77016,,,,,,
10100393240,4121,New Resident ,SE_Not_Over,FRIDAY,SEFR115,SE,1
6,"DAWSON, ",Container,due,,,,
,HOUSTON ,,,,,,
,77051,,,,,,
10100393038,Intersection ,Trash ,NE_Not_Over,TUESDAY,NETU107,NE,1
1,10300,Dumping or ,due,,,,
,EASTEX ,Illegal ,,,,,
,FWY&3600 ,Dumpsite,,,,,
,WILEY RD,,,,,,
10100390837,Intersection ,Trash ,NE_Not_Over,TUESDAY,NETU110,NE,1
0,7100,Dumping or ,due,,,,
,LANGLEY ,Illegal ,,,,,
,RD&10600 ,Dumpsite,,,,,
,SENECA ST,,,,,,
10100393131,1339,Container ,NW_Not_Ove,THURSDAY,NWTH115,NW,1
2,"ALLSTON, ",Problem,rdue,,,,
,HOUSTON ,,,,,,
,77008,,,,,,
10100392958,4134,Missed ,SW_Not_Ove,FRIDAY,SWFR120,SW,1
6,"REGENCY, ",Garbage ,rdue,,,,
,HOUSTON ,Pickup,,,,,
,77045,,,,,,
10100393037,4122,Missed ,SW_Not_Ove,FRIDAY,SWFR120,SW,1
9,"REGENCY, ",Garbage ,rdue,,,,
,HOUSTON ,Pickup,,,,,
,77045,,,,,,
case_numbe,sr_locatio,sr_type,quad_statu,DAY,SEC_NAME,QUAD,tally
10100392029,"120 SHADY, ",Missed Heavy ,NE_Overdue,TUESDAY,NETU107,NE,1
4,HOUSTON ,Trash Pickup,,,,,
,77336,,,,,,
10100393059,1010,Container ,NE_Not_Over,FRIDAY,NEFR106,NE,1
2,"HENKE, ",Problem,due,,,,
,HOUSTON ,,,,,,
,77020,,,,,,
10100374227,1030,Container ,NE_Overdue,FRIDAY,NEFR106,NE,1
7,"HENKE, ",Problem,,,,,
,HOUSTON ,,,,,,
,TX 77020,,,,,,
10100378222,1005,Container ,NE_Overdue,FRIDAY,NEFR106,NE,1
0,"MAJESTIC, ",Problem,,,,,
,HOUSTON ,,,,,,
,TX 77020,,,,,,
10100378467,920,Container ,NE_Overdue,FRIDAY,NEFR106,NE,1
5,"LATHROP, ",Problem,,,,,
,HOUSTON ,,,,,,
,TX 77020,,,,,,
10100393152,8913,Container ,NE_Not_Over,TUESDAY,NETU104,NE,1
2,"ALLWOOD, ",Problem,due,,,,
,HOUSTON ,,,,,,
,77016,,,,,,
10100378516,9130,Add A Can,NE_Overdue,TUESDAY,NETU104,NE,1
7,"FIRNAT, ",,,,,,
,HOUSTON ,,,,,,
,TX 77016,,,,,,
10100373760,9703,New Resident ,NE_Overdue,THURSDAY,NETH102,NE,1
0,"NEDWALD, ",Container,,,,,
,HOUSTON ,,,,,,
,TX 77029,,,,,,
10100388682,4906,Missed Heavy ,NW_Overdue,FRIDAY,NWFR119,NW,1
5,"TALINA, ",Trash Pickup,,,,,
,HOUSTON ,,,,,,
,77041,,,,,,
10100392081,2502,Missed Heavy ,NW_Overdue,FRIDAY,NWFR119,NW,1
3,SOUTHWIC,Trash Pickup,,,,,
,"K, ",,,,,,
,HOUSTON ,,,,,,
,77080,,,,,,
10100389086,10327,Missed Heavy ,NW_Overdue,FRIDAY,NWFR118,NW,1
9,"BRINWOOD, ",Trash Pickup,,,,,
,HOUSTON ,,,,,,
,77043,,,,,,
10100393236,9615 SAN ,Add A Can,NE_Not_Over,THURSDAY,NETH109,NE,1
5,"CARLOS, ",,due,,,,
,HOUSTON ,,,,,,
,77013,,,,,,
393363-,"5506 PATE, ",Trash ,NE_Not_Over,TUESDAY,NETU119,NE,1
10100392109,HOUSTON ,Dumping or ,due,,,,
0,77016,Illegal ,,,,,
